# Rasgos activos de la red NNUE, calculados por Vigía: el sentido A del vector dorado.
# generador indices --semilla 20260911 — 100 partidas aleatorias.
# Una línea por posición: categoría|fen|rasgos vistos por las blancas|rasgos vistos por las negras
final|8/8/2k5/5p2/5P2/6K1/8/8 b - - 93 99|29 342 421 746|29 338 421 750
final|8/8/8/2k2p2/5P2/6K1/8/8 w - - 94 100|29 342 421 738|29 346 421 750
final|8/8/8/2k2p2/5P2/8/5K2/8 b - - 95 100|29 333 421 738|29 346 421 757
final|8/8/3k4/5p2/5P2/8/8/4K3 b - - 97 101|29 324 421 747|29 339 421 764
final|8/3k4/8/5p2/5P2/8/8/4K3 w - - 98 102|29 324 421 755|29 331 421 764
final|8/3k4/8/5p2/5P2/8/8/5K2 b - - 99 102|29 325 421 755|29 331 421 765
final|4k3/8/8/5p2/5P2/8/8/5K2 w - - 100 103|29 325 421 764|29 324 421 765
final|4k3/8/8/5p2/5P2/8/4K3/8 b - - 101 103|29 332 421 764|29 324 421 756
final|8/4k3/8/5p2/5P2/8/4K3/8 w - - 102 104|29 332 421 756|29 332 421 756
final|8/4k3/8/5p2/5P2/8/3K4/8 b - - 103 104|29 331 421 756|29 332 421 755
final|8/8/5k2/5p2/5P2/8/3K4/8 w - - 104 105|29 331 421 749|29 341 421 755
final|8/8/5k2/5p2/5P2/8/2K5/8 b - - 105 105|29 330 421 749|29 341 421 754
final|8/6k1/8/5p2/5P2/8/2K5/8 w - - 106 106|29 330 421 758|29 334 421 754
final|8/6k1/8/5p2/5P2/8/8/2K5 b - - 107 106|29 322 421 758|29 334 421 762
final|8/8/5k2/5p2/5P2/8/8/2K5 w - - 108 107|29 322 421 749|29 341 421 762
final|8/5k2/8/5p2/5P2/8/2K5/8 w - - 110 108|29 330 421 757|29 333 421 754
enroque|rnbqkbnr/pppppppp/8/8/8/7P/PPPPPPP1/RNBQKBNR b KQkq - 0 1|8 9 10 11 12 13 14 23 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 65 70 130 133 192 199 259 324 431 432 433 434 435 436 437 438 505 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkb1r/pppppppp/5n2/8/8/7P/PPPPPPP1/RNBQKBNR w KQkq - 1 2|8 9 10 11 12 13 14 23 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 493 505 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 65 85 130 133 192 199 259 324 431 432 433 434 435 436 437 438 505 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkb1r/pppppppp/5n2/8/8/5P1P/PPPPP1P1/RNBQKBNR b KQkq - 0 2|8 9 10 11 12 14 21 23 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 493 505 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 65 85 130 133 192 199 259 324 429 431 432 433 434 435 436 438 505 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkb1r/ppp1pppp/3p1n2/8/8/5P1P/PPPPP1P1/RNBQKBNR w KQkq - 0 3|8 9 10 11 12 14 21 23 65 70 130 133 192 199 259 324 427 432 433 434 436 437 438 439 493 505 570 573 632 639 699 764 768 769 770 771|8 9 10 12 13 14 15 19 65 85 130 133 192 199 259 324 429 431 432 433 434 435 436 438 505 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkb1r/ppp1pppp/3p1n2/8/8/5P1P/PPPPP1PR/RNBQKBN1 b Qkq - 1 3|8 9 10 11 12 14 21 23 65 70 130 133 192 207 259 324 427 432 433 434 436 437 438 439 493 505 570 573 632 639 699 764 768 770 771|8 9 10 12 13 14 15 19 65 85 130 133 192 199 259 324 429 431 432 433 434 435 436 438 505 510 570 573 631 632 699 764 768 769 770
enroque|rn1qkb1r/ppp1pppp/3p1n2/8/8/5P1b/PPPPP1PR/RNBQKBN1 w Qkq - 0 4|8 9 10 11 12 14 21 65 70 130 133 192 207 259 324 427 432 433 434 436 437 438 439 493 505 535 573 632 639 699 764 768 770 771|8 9 10 12 13 14 15 19 65 85 133 175 192 199 259 324 429 432 433 434 435 436 438 505 510 570 573 631 632 699 764 768 769 770
enroque|rn1qkb1r/ppp1pppp/3p1n2/8/8/5P1N/PPPPP1PR/RNBQKB2 b Qkq - 0 4|8 9 10 11 12 14 21 65 87 130 133 192 207 259 324 427 432 433 434 436 437 438 439 493 505 573 632 639 699 764 768 770 771|8 9 10 12 13 14 15 19 65 85 133 192 199 259 324 429 432 433 434 435 436 438 495 505 570 573 631 632 699 764 768 769 770
enroque|r2qkb1r/pppnpp1p/3p1n2/6p1/1P6/5P1N/P1PPP1PR/RNBQKB2 w Qkq - 1 6|8 10 11 12 14 21 25 65 87 130 133 192 207 259 324 422 427 432 433 434 436 437 439 493 499 573 632 639 699 764 768 770 771|8 9 10 12 13 15 19 30 75 85 133 192 199 259 324 417 429 432 434 435 436 438 495 505 570 573 631 632 699 764 768 769 770
enroque|r2qkb1r/pppnpp1p/3p1n2/6N1/1P6/5P2/P1PPP1PR/RNBQKB2 b Qkq - 0 6|8 10 11 12 14 21 25 65 102 130 133 192 207 259 324 427 432 433 434 436 437 439 493 499 573 632 639 699 764 768 770 771|8 9 10 12 13 15 19 75 85 133 192 199 259 324 417 429 432 434 435 436 438 478 505 570 573 631 632 699 764 768 769 770
enroque|r2qkb1r/pppnpp1p/3p4/3n2N1/1P6/5P2/P1PPP1PR/RNBQKB2 w Qkq - 1 7|8 10 11 12 14 21 25 65 102 130 133 192 207 259 324 427 432 433 434 436 437 439 483 499 573 632 639 699 764 768 770 771|8 9 10 12 13 15 19 75 91 133 192 199 259 324 417 429 432 434 435 436 438 478 505 570 573 631 632 699 764 768 769 770
enroque|r2qkb1r/pppnpp1R/3p4/3n2N1/1P6/5P2/P1PPP1P1/RNBQKB2 b Qkq - 0 7|8 10 11 12 14 21 25 65 102 130 133 192 247 259 324 427 432 433 434 436 437 483 499 573 632 639 699 764 768 770 771|8 9 10 12 13 19 75 91 133 192 199 259 324 417 429 432 434 435 436 438 478 505 570 573 591 632 699 764 768 769 770
enroque|r2qkb2/pppnpp1r/3p4/3n2N1/1P6/5P2/P1PPP1P1/RNBQKB2 w Qq - 0 8|8 10 11 12 14 21 25 65 102 130 133 192 259 324 427 432 433 434 436 437 483 499 573 631 632 699 764 768 770|8 9 10 12 13 19 75 91 133 192 207 259 324 417 429 432 434 435 436 438 478 505 570 573 632 699 764 768 770
enroque|r2qkb2/pppnpp1N/3p4/3n4/1P6/5P2/P1PPP1P1/RNBQKB2 b Qq - 0 8|8 10 11 12 14 21 25 65 119 130 133 192 259 324 427 432 433 434 436 437 483 499 573 632 699 764 768 770|8 9 10 12 13 19 75 91 133 192 259 324 417 429 432 434 435 436 438 463 505 570 573 632 699 764 768 770
enroque|r1q1kb2/pppnpp1N/3p4/3n4/1P6/5P2/P1PPP1P1/RNBQKB2 w Qq - 1 9|8 10 11 12 14 21 25 65 119 130 133 192 259 324 427 432 433 434 436 437 483 499 573 632 698 764 768 770|8 9 10 12 13 19 75 91 133 192 258 324 417 429 432 434 435 436 438 463 505 570 573 632 699 764 768 770
enroque|r1q1kb2/pppnpp1N/3p4/3n4/1P3P2/8/P1PPP1P1/RNBQKB2 b Qq - 0 9|8 10 11 12 14 25 29 65 119 130 133 192 259 324 427 432 433 434 436 437 483 499 573 632 698 764 768 770|8 9 10 12 13 19 75 91 133 192 258 324 417 421 432 434 435 436 438 463 505 570 573 632 699 764 768 770
enroque|r1q1kb2/pppnpp1N/3p4/8/1P3n2/8/P1PPP1P1/RNBQKB2 w Qq - 0 10|8 10 11 12 14 25 65 119 130 133 192 259 324 427 432 433 434 436 437 477 499 573 632 698 764 768 770|8 9 10 12 13 19 75 101 133 192 258 324 417 432 434 435 436 438 463 505 570 573 632 699 764 768 770
enroque|r1q1kb2/pppnpp1N/3p4/8/1P3n2/B7/P1PPP1P1/RN1QKB2 b Qq - 1 10|8 10 11 12 14 25 65 119 133 144 192 259 324 427 432 433 434 436 437 477 499 573 632 698 764 768 770|8 9 10 12 13 19 75 101 133 192 258 324 417 432 434 435 436 438 463 505 552 573 632 699 764 768 770
enroque|r1q1kb2/pppnpp1N/3p4/8/1P6/B7/P1PPP1n1/RN1QKB2 w Qq - 0 11|8 10 11 12 25 65 119 133 144 192 259 324 427 432 433 434 436 437 462 499 573 632 698 764 768 770|8 9 10 12 13 19 75 118 133 192 258 324 417 432 434 435 436 463 505 552 573 632 699 764 768 770
enroque|r1q1kb2/pppnpp1N/3p4/8/1P6/B7/P1PPPKn1/RN1Q1B2 b q - 1 11|8 10 11 12 25 65 119 133 144 192 259 333 427 432 433 434 436 437 462 499 573 632 698 764 770|8 9 10 12 13 19 75 118 133 192 258 324 417 432 434 435 436 463 505 552 573 632 699 757 768
enroque|r1q1kb2/pppnpp1N/3p4/8/1P5n/B7/P1PPPK2/RN1Q1B2 w q - 2 12|8 10 11 12 25 65 119 133 144 192 259 333 427 432 433 434 436 437 479 499 573 632 698 764 770|8 9 10 12 13 19 75 103 133 192 258 324 417 432 434 435 436 463 505 552 573 632 699 757 768
enroque|r1q1kN2/pppnpp2/3p4/8/1P5n/B7/P1PPPK2/RN1Q1B2 b q - 0 12|8 10 11 12 25 65 125 133 144 192 259 333 427 432 433 434 436 437 479 499 632 698 764 770|8 9 10 12 13 19 75 103 192 258 324 417 432 434 435 436 453 505 552 573 632 699 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P5n/B7/P1PPPK2/RN1Q1B2 w q - 0 13|8 10 11 12 25 65 133 144 192 259 333 427 432 433 434 436 437 479 509 632 698 764 770|8 9 10 12 13 19 69 103 192 258 324 417 432 434 435 436 505 552 573 632 699 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P5n/B7/P1PPPK2/RN2QB2 b q - 1 13|8 10 11 12 25 65 133 144 192 260 333 427 432 433 434 436 437 479 509 632 698 764 770|8 9 10 12 13 19 69 103 192 258 324 417 432 434 435 436 505 552 573 632 700 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P6/B4n2/P1PPPK2/RN2QB2 w q - 2 14|8 10 11 12 25 65 133 144 192 260 333 427 432 433 434 436 437 469 509 632 698 764 770|8 9 10 12 13 19 69 109 192 258 324 417 432 434 435 436 505 552 573 632 700 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P6/B4n2/P1PPPKB1/RN2Q3 b q - 3 14|8 10 11 12 25 65 142 144 192 260 333 427 432 433 434 436 437 469 509 632 698 764 770|8 9 10 12 13 19 69 109 192 258 324 417 432 434 435 436 505 552 566 632 700 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P6/B7/P1PPPKB1/RN2n3 w q - 0 15|8 10 11 12 25 65 142 144 192 333 427 432 433 434 436 437 452 509 632 698 764 770|8 9 10 12 13 19 69 124 192 258 324 417 432 434 435 436 505 552 566 632 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P6/B7/P1PPPK2/RN2nB2 b q - 1 15|8 10 11 12 25 65 133 144 192 333 427 432 433 434 436 437 452 509 632 698 764 770|8 9 10 12 13 19 69 124 192 258 324 417 432 434 435 436 505 552 573 632 757 768
enroque|r1q1kn2/ppp1pp2/3p4/8/1P6/B7/P1nPPK2/RN3B2 w q - 0 16|8 11 12 25 65 133 144 192 333 427 432 433 434 436 437 458 509 632 698 764 770|8 9 10 12 13 19 69 114 192 258 324 417 432 435 436 505 552 573 632 757 768
enroque|r1q1kn2/ppp1pp2/3p4/1P6/8/B7/P1nPPK2/RN3B2 b q - 0 16|8 11 12 33 65 133 144 192 333 427 432 433 434 436 437 458 509 632 698 764 770|8 9 10 12 13 19 69 114 192 258 324 409 432 435 436 505 552 573 632 757 768
enroque|r1q1kn2/ppp1pp2/3p4/1P6/8/B7/P2PPK2/nN3B2 w q - 0 17|8 11 12 33 65 133 144 333 427 432 433 434 436 437 448 509 632 698 764 770|8 9 10 12 13 19 69 120 192 258 324 409 432 435 436 505 552 573 757 768
enroque|r1q1kn2/ppp1pp2/3B4/1P6/8/8/P2PPK2/nN3B2 b q - 0 17|8 11 12 33 65 133 171 333 432 433 434 436 437 448 509 632 698 764 770|8 9 10 12 13 69 120 192 258 324 409 432 435 436 505 531 573 757 768
enroque|r1q1kn2/pp2pp2/3p4/1P6/8/8/P2PPK2/nN3B2 w q - 0 18|8 11 12 33 65 133 333 427 432 433 436 437 448 509 632 698 764 770|8 9 12 13 19 69 120 192 258 324 409 432 435 436 505 573 757 768
enroque|r1q1kn2/pp2pp2/1P1p4/8/8/8/P2PPK2/nN3B2 b q - 0 18|8 11 12 41 65 133 333 427 432 433 436 437 448 509 632 698 764 770|8 9 12 13 19 69 120 192 258 324 401 432 435 436 505 573 757 768
enroque|r1q1kn2/1p2pp2/1p1p4/8/8/8/P2PPK2/nN3B2 w q - 0 19|8 11 12 65 133 333 425 427 433 436 437 448 509 632 698 764 770|9 12 13 17 19 69 120 192 258 324 432 435 436 505 573 757 768
enroque|r1q1kn2/1p2pp2/1p1p4/8/8/5K2/P2PP3/nN3B2 b q - 1 19|8 11 12 65 133 341 425 427 433 436 437 448 509 632 698 764 770|9 12 13 17 19 69 120 192 258 324 432 435 436 505 573 749 768
enroque|r1bqkbnr/pppppppp/2n5/8/5P2/8/PPPPP1PP/RNBQKBNR w KQkq - 1 2|8 9 10 11 12 14 15 29 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 490 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 70 82 130 133 192 199 259 324 421 432 433 434 435 436 438 439 505 510 570 573 632 639 699 764 768 769 770 771
enroque|r1bqkbnr/pppppppp/2n5/8/5P2/6P1/PPPPP2P/RNBQKBNR b KQkq - 0 2|8 9 10 11 12 15 22 29 65 70 130 133 192 199 259 324 432 433 434 435 436 437 438 439 490 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 14 15 70 82 130 133 192 199 259 324 421 430 432 433 434 435 436 439 505 510 570 573 632 639 699 764 768 769 770 771
enroque|r1bqkbnr/pppppp1p/2n5/6P1/8/6P1/PPPPP2P/RNBQKBNR b KQkq - 0 3|8 9 10 11 12 15 22 38 65 70 130 133 192 199 259 324 432 433 434 435 436 437 439 490 510 570 573 632 639 699 764 768 769 770 771|8 9 10 11 12 13 15 70 82 130 133 192 199 259 324 414 430 432 433 434 435 436 439 505 510 570 573 632 639 699 764 768 769 770 771
enroque|1rbqkbnr/pppppp1p/2n5/6P1/8/6P1/PPPPP2P/RNBQKBNR w KQk - 1 4|8 9 10 11 12 15 22 38 65 70 130 133 192 199 259 324 432 433 434 435 436 437 439 490 510 570 573 633 639 699 764 768 769 771|8 9 10 11 12 13 15 70 82 130 133 193 199 259 324 414 430 432 433 434 435 436 439 505 510 570 573 632 639 699 764 769 770 771
enroque|1rbqkbnr/pppppp1p/2n5/6P1/8/6PB/PPPPP2P/RNBQK1NR b KQk - 2 4|8 9 10 11 12 15 22 38 65 70 130 151 192 199 259 324 432 433 434 435 436 437 439 490 510 570 573 633 639 699 764 768 769 771|8 9 10 11 12 13 15 70 82 130 133 193 199 259 324 414 430 432 433 434 435 436 439 505 510 559 570 632 639 699 764 769 770 771
enroque|1rbqkb1r/pppppp1p/2n4n/6P1/8/6PB/PPPPP2P/RNBQK1NR w KQk - 3 5|8 9 10 11 12 15 22 38 65 70 130 151 192 199 259 324 432 433 434 435 436 437 439 490 495 570 573 633 639 699 764 768 769 771|8 9 10 11 12 13 15 82 87 130 133 193 199 259 324 414 430 432 433 434 435 436 439 505 510 559 570 632 639 699 764 769 770 771
enroque|1rbqkb1r/pppppp1p/2n4P/8/8/6PB/PPPPP2P/RNBQK1NR b KQk - 0 5|8 9 10 11 12 15 22 47 65 70 130 151 192 199 259 324 432 433 434 435 436 437 439 490 570 573 633 639 699 764 768 769 771|8 9 10 11 12 13 15 82 130 133 193 199 259 324 407 430 432 433 434 435 436 439 505 510 559 570 632 639 699 764 769 770 771
enroque|1rbqk2r/pppppp1p/2n4b/8/8/6PB/PPPPP2P/RNBQK1NR w KQk - 0 6|8 9 10 11 12 15 22 65 70 130 151 192 199 259 324 432 433 434 435 436 437 439 490 559 570 633 639 699 764 768 769 771|8 9 10 11 12 13 15 82 130 151 193 199 259 324 430 432 433 434 435 436 439 505 510 559 570 632 639 699 764 769 770 771
enroque|1rbqk2r/pppppp1p/2n1B2b/8/8/6P1/PPPPP2P/RNBQK1NR b KQk - 1 6|8 9 10 11 12 15 22 65 70 130 172 192 199 259 324 432 433 434 435 436 437 439 490 559 570 633 639 699 764 768 769 771|8 9 10 11 12 13 15 82 130 151 193 199 259 324 430 432 433 434 435 436 439 505 510 532 570 632 639 699 764 769 770 771
enroque|1rbqk2r/pppppp1p/2n1B3/8/8/6P1/PPPbP2P/RNBQK1NR w KQk - 0 7|8 9 10 12 15 22 65 70 130 172 192 199 259 324 432 433 434 435 436 437 439 490 523 570 633 639 699 764 768 769 771|8 9 10 11 12 13 15 82 130 179 193 199 259 324 430 432 433 434 436 439 505 510 532 570 632 639 699 764 769 770 771
enroque|1rbqk2r/pppppp1p/2n1B3/8/8/6P1/PPPbP2P/RNBQ1KNR b k - 1 7|8 9 10 12 15 22 65 70 130 172 192 199 259 325 432 433 434 435 436 437 439 490 523 570 633 639 699 764 771|8 9 10 11 12 13 15 82 130 179 193 199 259 324 430 432 433 434 436 439 505 510 532 570 632 639 699 765 769
enroque|1rbqk2r/pppppp1p/2n1B3/8/8/6P1/PPP1P2P/RNbQ1KNR w k - 0 8|8 9 10 12 15 22 65 70 172 192 199 259 325 432 433 434 435 436 437 439 490 514 570 633 639 699 764 771|8 9 10 11 12 13 15 82 130 186 193 199 259 324 430 432 433 434 436 439 505 510 532 632 639 699 765 769
enroque|1rbqk2r/pppppp1p/4B3/n7/1P6/6P1/P1P1P2P/RNbQ1KNR w k - 1 9|8 10 12 15 22 25 65 70 172 192 199 259 325 432 433 434 435 436 437 439 480 514 570 633 639 699 764 771|8 9 10 11 12 13 15 88 130 186 193 199 259 324 417 430 432 434 436 439 505 510 532 632 639 699 765 769
enroque|1rbqk2r/pppppp1p/4B3/n7/1P6/6P1/P1P1PK1P/RNbQ2NR b k - 2 9|8 10 12 15 22 25 65 70 172 192 199 259 333 432 433 434 435 436 437 439 480 514 570 633 639 699 764 771|8 9 10 11 12 13 15 88 130 186 193 199 259 324 417 430 432 434 436 439 505 510 532 632 639 699 757 769
enroque|1rbqk2r/ppppp2p/4p3/n7/1P6/6P1/P1P1PK1P/RNbQ2NR w k - 0 10|8 10 12 15 22 25 65 70 192 199 259 333 428 432 433 434 435 436 439 480 514 570 633 639 699 764 771|8 9 10 11 12 15 20 88 130 186 193 199 259 324 417 430 432 434 436 439 505 510 632 639 699 757 769
enroque|1rbqk2r/ppppp2p/4p3/n7/1P6/6P1/P1P1PK1P/RNQ3NR b k - 0 10|8 10 12 15 22 25 65 70 192 199 258 333 428 432 433 434 435 436 439 480 570 633 639 699 764 771|8 9 10 11 12 15 20 88 130 193 199 259 324 417 430 432 434 436 439 505 510 632 639 698 757 769
enroque|1rbqk2r/ppppp2p/4p3/8/1Pn5/6P1/P1P1PK1P/RNQ3NR w k - 1 11|8 10 12 15 22 25 65 70 192 199 258 333 428 432 433 434 435 436 439 474 570 633 639 699 764 771|8 9 10 11 12 15 20 98 130 193 199 259 324 417 430 432 434 436 439 505 510 632 639 698 757 769
enroque|1rbqk2r/ppppp2p/4p3/8/1Pn5/2P3P1/P3PK1P/RNQ3NR b k - 0 11|8 12 15 18 22 25 65 70 192 199 258 333 428 432 433 434 435 436 439 474 570 633 639 699 764 771|8 9 10 11 12 15 20 98 130 193 199 259 324 417 426 430 432 436 439 505 510 632 639 698 757 769
enroque|1rbqk2r/p1ppp2p/4p2Q/1p6/1Pn5/2P3P1/P3PK1P/RN4NR b k - 1 12|8 12 15 18 22 25 65 70 192 199 303 333 417 428 432 434 435 436 439 474 570 633 639 699 764 771|8 10 11 12 15 20 25 98 130 193 199 259 324 417 426 430 432 436 439 505 510 632 639 663 757 769
enroque|1r1qk2r/p1ppp2p/b3p2Q/1p6/1Pn5/2P3P1/P3PK1P/RN4NR w k - 2 13|8 12 15 18 22 25 65 70 192 199 303 333 417 428 432 434 435 436 439 474 552 633 639 699 764 771|8 10 11 12 15 20 25 98 144 193 199 259 324 417 426 430 432 436 439 505 510 632 639 663 757 769
enroque|1r1qk2r/p1ppp2p/b3Q3/1p6/1Pn5/2P3P1/P3PK1P/RN4NR b k - 0 13|8 12 15 18 22 25 65 70 192 199 300 333 417 432 434 435 436 439 474 552 633 639 699 764 771|8 10 11 12 15 25 98 144 193 199 259 324 417 426 430 432 436 439 505 510 632 639 660 757 769
enroque|1r1qk2r/p1p1p2p/b3p3/1p6/1Pn5/2P3P1/P3PK1P/RN4NR w k - 0 14|8 12 15 18 22 25 65 70 192 199 333 417 428 432 434 436 439 474 552 633 639 699 764 771|8 10 12 15 20 25 98 144 193 199 259 324 417 426 430 432 436 439 505 510 632 639 757 769
enroque|1r1qk2r/p1p1p2p/b3p3/1p6/1Pn5/2P3PN/P3PK1P/RN5R b k - 1 14|8 12 15 18 22 25 65 87 192 199 333 417 428 432 434 436 439 474 552 633 639 699 764 771|8 10 12 15 20 25 98 144 193 199 259 324 417 426 430 432 436 439 495 505 632 639 757 769
enroque|1r1qk2r/p1p1p2p/b3p3/1p6/1P6/n1P3PN/P3PK1P/RN5R w k - 2 15|8 12 15 18 22 25 65 87 192 199 333 417 428 432 434 436 439 464 552 633 639 699 764 771|8 10 12 15 20 25 104 144 193 199 259 324 417 426 430 432 436 439 495 505 632 639 757 769
enroque|1r1qk2r/p1p1p2p/b3p3/1p6/1P6/n1P1P1PN/P4K1P/RN5R b k - 0 15|8 15 18 20 22 25 65 87 192 199 333 417 428 432 434 436 439 464 552 633 639 699 764 771|8 10 12 15 20 25 104 144 193 199 259 324 417 426 428 430 432 439 495 505 632 639 757 769
enroque|1r1qk2r/p1p1p2p/b3p3/1p6/1P6/2P1P1PN/P4K1P/Rn5R w k - 0 16|8 15 18 20 22 25 87 192 199 333 417 428 432 434 436 439 449 552 633 639 699 764 771|8 10 12 15 20 25 121 144 193 199 259 324 417 426 428 430 432 439 495 632 639 757 769
enroque|1r1qk2r/p1p1p2p/b3p3/1p6/1P6/2P1P1PN/P4K1P/1R5R b k - 0 16|8 15 18 20 22 25 87 193 199 333 417 428 432 434 436 439 552 633 639 699 764 771|8 10 12 15 20 25 144 193 199 259 324 417 426 428 430 432 439 495 633 639 757 769
enroque|1r1qk2r/pbp1p2p/4p3/1p6/1P6/2P1P1PN/P4K1P/1R5R w k - 1 17|8 15 18 20 22 25 87 193 199 333 417 428 432 434 436 439 561 633 639 699 764 771|8 10 12 15 20 25 137 193 199 259 324 417 426 428 430 432 439 495 633 639 757 769
enroque|1r1qk2r/pbp1p2p/4p3/1p6/1P3N2/2P1P1P1/P4K1P/1R5R b k - 2 17|8 15 18 20 22 25 93 193 199 333 417 428 432 434 436 439 561 633 639 699 764 771|8 10 12 15 20 25 137 193 199 259 324 417 426 428 430 432 439 485 633 639 757 769
enroque|1r1qk2r/p1p1p2p/4p3/1p6/1P3N2/2P1P1P1/P4K1P/1R5b w k - 0 18|8 15 18 20 22 25 93 193 333 417 428 432 434 436 439 519 633 639 699 764 771|8 10 12 15 20 25 191 193 199 259 324 417 426 428 430 432 439 485 633 757 769
enroque|1rq1k2r/p1p1p2p/4p3/1p6/1P3N1P/2P1P1P1/P4K2/1R5b w k - 1 19|8 18 20 22 25 31 93 193 333 417 428 432 434 436 439 519 633 639 698 764 771|8 10 12 15 20 25 191 193 199 258 324 417 423 426 428 430 432 485 633 757 769
enroque|1rq1k2r/p1p1p2p/4p3/1p6/1P3N1P/2P1P1P1/P4K2/7R b k - 0 19|8 18 20 22 25 31 93 199 333 417 428 432 434 436 439 633 639 698 764 771|8 10 12 15 20 25 193 199 258 324 417 423 426 428 430 432 485 639 757 769
enroque|rnbqkbnr/p1pppppp/1p6/8/7P/8/PPPPPPP1/RNBQKBNR w KQkq - 0 2|8 9 10 11 12 13 14 31 65 70 130 133 192 199 259 324 425 432 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 12 13 14 15 17 65 70 130 133 192 199 259 324 423 432 433 434 435 436 437 438 505 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkbnr/p1pppppp/1p6/8/7P/N7/PPPPPPP1/R1BQKBNR b KQkq - 1 2|8 9 10 11 12 13 14 31 70 80 130 133 192 199 259 324 425 432 434 435 436 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 12 13 14 15 17 65 70 130 133 192 199 259 324 423 432 433 434 435 436 437 438 488 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkbnr/p1pp1ppp/8/1p2p3/5P1P/N7/PPPPP1P1/R1BQKBNR w KQkq - 0 4|8 9 10 11 12 14 29 31 70 80 130 133 192 199 259 324 417 420 432 434 435 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 13 14 15 25 28 65 70 130 133 192 199 259 324 421 423 432 433 434 435 436 438 488 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqkbnr/p1pp1ppp/8/1p2P3/7P/N7/PPPPP1P1/R1BQKBNR b KQkq - 0 4|8 9 10 11 12 14 31 36 70 80 130 133 192 199 259 324 417 432 434 435 437 438 439 505 510 570 573 632 639 699 764 768 769 770 771|8 10 11 13 14 15 25 65 70 130 133 192 199 259 324 412 423 432 433 434 435 436 438 488 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqk1nr/p1pp1ppp/3b4/1p2P3/7P/N7/PPPPP1P1/R1BQKBNR w KQkq - 1 5|8 9 10 11 12 14 31 36 70 80 130 133 192 199 259 324 417 432 434 435 437 438 439 505 510 555 570 632 639 699 764 768 769 770 771|8 10 11 13 14 15 25 65 70 130 147 192 199 259 324 412 423 432 433 434 435 436 438 488 510 570 573 632 639 699 764 768 769 770 771
enroque|rnbqk1nr/p1pp1ppp/3b4/1N2P3/7P/8/PPPPP1P1/R1BQKBNR b KQkq - 0 5|8 9 10 11 12 14 31 36 70 97 130 133 192 199 259 324 432 434 435 437 438 439 505 510 555 570 632 639 699 764 768 769 770 771|8 10 11 13 14 15 65 70 130 147 192 199 259 324 412 423 432 433 434 435 436 438 473 510 570 573 632 639 699 764 768 769 770 771
enroque|rnb1k1nr/p1pp1ppp/3b1q2/1N2P3/7P/8/PPPPP1P1/R1BQKBNR w KQkq - 1 6|8 9 10 11 12 14 31 36 70 97 130 133 192 199 259 324 432 434 435 437 438 439 505 510 555 570 632 639 685 764 768 769 770 771|8 10 11 13 14 15 65 70 130 147 192 199 277 324 412 423 432 433 434 435 436 438 473 510 570 573 632 639 699 764 768 769 770 771
enroque|rnb1k1nr/N1pp1ppp/3b1q2/4P3/7P/8/PPPPP1P1/R1BQKBNR b KQkq - 0 6|8 9 10 11 12 14 31 36 70 112 130 133 192 199 259 324 434 435 437 438 439 505 510 555 570 632 639 685 764 768 769 770 771|10 11 13 14 15 65 70 130 147 192 199 277 324 412 423 432 433 434 435 436 438 456 510 570 573 632 639 699 764 768 769 770 771
enroque|rnb1k1nr/N1pp1ppp/3b4/4q3/7P/8/PPPPP1P1/R1BQKBNR w KQkq - 0 7|8 9 10 11 12 14 31 70 112 130 133 192 199 259 324 434 435 437 438 439 505 510 555 570 632 639 676 764 768 769 770 771|10 11 13 14 15 65 70 130 147 192 199 284 324 423 432 433 434 435 436 438 456 510 570 573 632 639 699 764 768 769 770 771
